POLARITY		CONCEPT
negative		brjota_kjallara
negative		brjota_lausan
negative		brjota_log
negative		brjota_mop
positive		brjota_myglu
negative		brjota_penni
negative		brjota_reglur
positive		brjota_rolega
positive		brjota_samraemingu
negative		brjota_simann
negative		brjota_sofandi
positive		brjota_sveigjanleika
negative		brjota_taekid
positive		brjota_throskuld
negative		brjota_til_hlidar
negative		brjota_upp
positive		brjota_vind
positive		brjotast
positive		brjotast_fra
negative		brjotast_inn
negative		brjotast_ut
positive		bro
negative		broach
positive		broacher
positive		broadcloth
negative		broadmoor_hospital
positive		broadsheet
negative		broadside
positive		broadtail_saudfe
positive		broadway_avenue
negative		brochantite
positive		brocket
positive		brodir
positive		brodus_leir
positive		broider
positive		broil
negative		broiling
negative		brokenheart
negative		brokkadu
negative		brokkur
positive		brolga
positive		bromber
positive		bromfeniramin
negative		bromid
negative		bromidic
positive		bromoform
negative		bromwick
positive		bronc
negative		bronc_lungnabolga
negative		bronchiseptica
positive		bronchitic
negative		broncho_lungnabolga
negative		bronchopneumonia
positive		brons
positive		brons_bordi
positive		brons_bust
positive		brons_cannon
positive		brons_carom
positive		brons_dagger
positive		brons_figurine
positive		brons_mengun
negative		brons_rusl
positive		brons_skulptur
positive		brons_stattuette
positive		brons_styttan
negative		brons_threyta
negative		bronson
positive		bronson_avenue
positive		bronx_hressa
negative		bronze_age
positive		bronze_alfelgur
positive		bronze_color
positive		bronze_eftirmynd
positive		bronze_equestrian_statue
positive		bronze_fennel
positive		bronze_medal
positive		bronze_memorial_plaque
positive		bronze_monument
positive		bronze_pipe
positive		bronze_plate
positive		bronze_sculpt
positive		bronze_shank
negative		bronzing
negative		brooch
positive		broodstock
negative		brook
positive		brook_by
negative		brook_canyon
positive		brook_family
positive		brook_township
negative		brook_trout
positive		brooke_castile
positive		brookline
positive		brooks_takahashi
positive		broomball
positive		broomstick
negative		broot
negative		brooze
positive		brosa
negative		brot
positive		brot_glaepur
negative		brot_hugsjon
positive		brot_leynd
positive		brot_thjofnadur
positive		brotandi_vidd
positive		brotaway_stadfesting
negative		brotbrot
negative		brothaett
negative		brothel
negative		brothel_eigandi
positive		brothel_markvordur
positive		brothlutfall
negative		brotid
negative		brotid_bein
negative		brotid_hjarta
negative		brotid_ljos
positive		brotinn
negative		brotinn_gitar
negative		brotlaus
positive		brotna_hratt
negative		brotna_i_sundur
negative		brotna_nidur
positive		brotnadi_mygla
positive		brotsjodur
negative		brottfall
negative		brottfalli
positive		brottfararsannvottun
positive		brottfor
positive		brottfor_hrodun
positive		brotthvot
negative		brottvisun
negative		brotvidi
negative		brough_superior
negative		browbeat
positive		browderm
positive		browlift
positive		brownbill
negative		brownmiller
positive		brownout
positive		browns
negative		browny
negative		brr
positive		brubinate
negative		brucella
negative		bruda
positive		brudgumah
positive		brudkaup
positive		brudkaupsent
positive		brudkaupsferd
negative		brudkaupsherra
positive		brudur
negative		brudur_biskup
positive		brudur_brudguma
positive		brudur_dowry
positive		bruggkaffi
positive		bruh
negative		brumal
negative		brumd
negative		brummagem
positive		brunaaeta
negative		brunathvottur
negative		brunation
positive		brunch
negative		brunette
positive		brung
negative		bruni
positive		brunn_grar_litur
positive		brunn_svartur_litur
positive		brunnea
negative		brunt_nef
negative		brush
positive		brushy_grodur
positive		brutaka
negative		brute
negative		brute_force
negative		brute_styrk
negative		brutto
positive		bryant
positive		bryggja
positive		bryggju
negative		bryggju_wallope
negative		bryggjuveggur
negative		bryggjuvinna
positive		brykkur
positive		brylcreem
negative		bryn
positive		bryn_umonnun
positive		brynja
positive		bryonia
positive		bryozoan
negative		brytur
positive		brzezinki
negative		bua_i_fridi
negative		bua_i_hvild
positive		bua_i_midbaenum
positive		bua_til_fyrir
positive		bua_til_mynd
positive		bua_til_rigningu
negative		bua_undir_bergi
positive		bua_vel_til
positive		buast
positive		buast_vid
negative		bubba
positive		bubbly
negative		bubinga
negative		bubonic
negative		bubonic_plaga
negative		buccaneer
positive		bucchero
negative		buccinator
positive		bucculatrix
positive		buck
positive		buckaroo
positive		buckboard
positive		buckbrush
negative		bucket_bud
negative		bucketful
positive		buckin
negative		buckling
positive		buckman
positive		buckram
negative		buckshee
positive		buckshot
negative		buckskin
negative		bucktail
negative		buckteeth
negative		bucktooth
negative		bucky
negative		bucolic
negative		bucolic_logsaga
negative		bud_break
negative		bud_jamisona
negative		budarkassi
positive		budda
positive		buddisti
negative		budesonide
negative		budge
positive		budgerigar
positive		budget
positive		budu_til
negative		budu_til_dyragard
positive		budu_til_eydileggja
positive		budu_til_tonlist
positive		bueggy
negative		buemi
negative		bufadienolide
positive		bufe
positive		bufe_raektun
positive		buff
positive		buff_up
negative		buffering
negative		bufflehead
positive		buffo
positive		buffs
positive		bufjarframleidsla
negative		bug_bit
positive		bug_fix
positive		bug_mend
negative		bugbear
positive		bugfix
negative		bugman
negative		bugzilla
positive		buhrstone
positive		buic_sidur_voru
positive		buick
positive		buick_regal
positive		buick_riviera
positive		buick_skylark
negative		buid
negative		buid_jardvegi
positive		buid_til_stora_oldu
positive		buildout
negative		buin_ad_fa_nog
negative		bukkake
negative		bulbar
negative		bulbous_formi
positive		bulgant
negative		bulge
negative		bulimia
positive		bulimic
positive		bulkier
positive		bulking_agent
negative		bull
positive		bull_auga
positive		bull_elose
positive		bull_european_elk
positive		bull_hvert
negative		bull_i_kinverskri_verslun
negative		bull_kalfur
negative		bull_kvikmyndir
positive		bull_malmgryti
negative		bull_mask
positive		bull_rider
negative		bull_shark
positive		bull_sink
negative		bullant
positive		bullastiff
negative		bullcrap
negative		bullddoze
positive		bulldog
negative		bullet
positive		bulletal_parreent
positive		bulletproof
negative		bullfinch
negative		bullhaus
negative		bullinger
positive		bullion
positive		bullion_coin
positive		bullish
positive		bulls_eye
positive		bullseye
positive		bullwhip
negative		bully
negative		bully_ahugamadur
positive		bully_bragd
negative		bully_crested_grebe
positive		bully_deed
positive		bully_fraendi
positive		bully_hatt
positive		bully_hellt
positive		bully_humor
negative		bully_hungursneyd
positive		bully_luck
positive		bully_njota
positive		bully_power
positive		bully_prufpit
positive		bully_venja
negative		bullyrag
positive		bultmannian
negative		bulwark
positive		bulwark_brot
positive		bulwark_cricket
positive		bulwark_decor
negative		bulwark_trilogy
negative		bum
negative		bumble
positive		bummel
negative		bump
negative		bunad
negative		bunadur
positive		bunc
negative		buncombe
positive		bundid_fast
negative		bundid_heimili
positive		bung_hole
positive		bungee
negative		bungle
negative		bungled
negative		bungler
negative		bungling
positive		bungy_chute
positive		bungy_derail
positive		bungy_fallhlif
positive		bungy_hle
positive		bungy_hoppa_a
positive		bungy_jump
positive		bungy_jump_start
positive		bungy_leap
positive		bungy_rise
positive		bungy_skip
positive		bungy_varamadur
positive		bungy_vor
positive		buningham
negative		bunk
positive		bunk_brodeur
negative		bunk_moreland
negative		bunk_valve
positive		bunko_vent_hljod
negative		bunkum
positive		bunny_fadma
negative		bunny_fot
positive		bunny_hop
positive		bunny_hop_on
positive		bunny_rabbit_hop
positive		bunny_record_hop
positive		bunny_skip
positive		bunt
negative		bunt_tilraun
positive		bunt_weld
negative		bunyaviiridae
positive		buoyed_by
positive		bupivacaine
negative		bur
positive		burble
positive		burdaras
positive		burdargeta
positive		burdarkyndill
negative		burden
negative		burdette
positive		burdock
negative		bureaucrat
positive		bureuppance
negative		burgary_scheme
negative		burgdorferi
positive		burgeoning
positive		burgeoning_eftirspurn
negative		burger_kedja
positive		burgertime
positive		burget
negative		burglar
negative		burgle
positive		burgomaster
negative		burgrave
negative		burgraviate
positive		burkini
negative		burl
negative		burlesque
positive		burletta
negative		burley_tobak
positive		burly
positive		burnish
positive		burp
positive		burp_plume
positive		burp_wrap
positive		burqini
negative		burr_walnut
positive		burrata
negative		burry
positive		burry_hita
negative		burry_rat
positive		bursa
positive		bursary
negative		bursory
negative		bursta_af
positive		bursta_har
positive		burstawood
negative		burstawood_kanina
positive		burstawork
positive		bursti
negative		burt
negative		burt_med_thig
negative		burthen
positive		bus_bait
positive		bus_interchange
positive		bus_rall
positive		busbar
positive		busbar_rida
positive		busby
positive		buseta
positive		busetu
negative		bush
negative		bush_league
negative		bush_league_rodun
negative		bushbuck
positive		bushel
negative		bushel_depot
positive		bushels_acre
negative		bushko
negative		bushwhack
negative		bushy
positive		bushy_beard
positive		bushy_har
positive		bushy_mustache
positive		bushy_runni
negative		bust_ball
negative		bustard
negative		bustkin
positive		bustle
positive		busty
negative		busywork
negative		butane
positive		butch
negative		butch_hegdun
positive		butch_kona
negative		butch_sodomy
positive		butenafin
negative		butene
negative		butler_pantry
positive		butlerian_jihad
negative		butorfanol
negative		butt_buncombe
negative		butt_bunk
positive		butt_cheek
negative		butt_guff
negative		butt_in
positive		butt_nakinn
negative		butt_refuke
negative		butt_stinga
negative		butt_urgangur
positive		butt_weld
positive		butteld_swire
negative		butterball
negative		buttercream
negative		butterfinger
positive		butterfish
positive		butterflok
negative		butterfly_apoplexy
negative		butterfly_cam_steoke
negative		butterfly_comma
negative		butterfly_cva
negative		butterfly_diagonal
negative		butterfly_heilablodfall
positive		butterfly_nal
negative		butterfly_separatri
negative		butterfly_slash
negative		butterfly_stange
positive		butterhead
positive		buttermere
positive		butternut
positive		butternut_crush
positive		butternut_kreista
positive		butternut_mash
positive		butternut_squash
positive		butternut_squash_vine
positive		butternut_squelch
positive		butternut_tree_squash
negative		butterwick
negative		buttler
negative		buttock
positive		buttstock
positive		butyraldehyd
negative		buxom
negative		buxom_pig
positive		buyant
positive		buyout_clause
positive		buzz
negative		buzz_buzzard
positive		buzzard
negative		buzzaw
negative		buzzkill
positive		buzzword
positive		buzzworth
positive		byflugur_eitthvad
positive		byggd
positive		byggja
positive		byggja_fra_grunni
positive		byggja_upp
positive		byggja_upp_spennu
negative		byggt_eingongu
positive		byggt_fra_grunni
positive		byggt_odyssey_marine
positive		bylgja
negative		bylgjupappa
negative		bylmingshogg
positive		bylting
negative		byrdi
positive		byrja
positive		byrja_a
negative		byrja_ad_lykta
positive		byrja_upp_a_nytt
positive		byrjadi
negative		byrjandi
positive		byrjid_lanad
negative		byronic
negative		byssa_fyrir
negative		byssupunktur
positive		byte
positive		byte_code
positive		byte_draga
positive		byte_fyrir
positive		byte_pelt
positive		byte_rain_bucket
positive		byte_stream
positive		byte_teem
positive		byte_watercourse
positive		bytecode
positive		byung
positive		byzant
negative		byzantine
positive		byzantine_chant
positive		byzantine_document
positive		byzantine_emperor
positive		byzantine_empire
positive		byzantine_hasaeti
positive		byzantine_historiographer
positive		byzantine_iconoclasm
negative		byzantine_image
positive		byzantine_sagnfraedingur
positive		byzantine_stofnanir
positive		bzang
positive		caapi
negative		cabal
negative		cabal_hneta
positive		cabal_midlun
positive		cabal_millilidur
negative		cabalistic
positive		cabalistic_litun
negative		cabalistic_thekking
negative		cabanisi
positive		cabaret
negative		cabbala
positive		cabbative
negative		cabbie
positive		cabby
positive		cabernet
positive		cabin_doorway
positive		cabir_squirm
positive		cabir_wriggle
negative		cablecast
negative		cabochon
positive		caboodle
positive		cabot_oil
negative		cacelin
negative		cachexia
positive		caching_proxy
positive		cackle
positive		cacoethes
positive		cacofonix
negative		cacophony
negative		cacquism
positive		cacuminal_samhaeft
negative		cad
negative		cadaver
negative		caddish
positive		cadeleigh
positive		cadence
negative		cadet
negative		cadge
positive		cadillac
positive		cadinone
negative		cadkey
positive		caesar_cipher
positive		caesarean
negative		caesarean_bjorgun
negative		caesarean_frelsun
negative		caesarean_livery
positive		caespitose
negative		caesura
negative		caev
negative		caex
negative		cahoot
positive		caiaonna
negative		cail
negative		caile
negative		caillette
negative		caiman
positive		cairbre
negative		caitiff
negative		cajole
negative		cajolery
positive		cake_wax_light
negative		cakehole
positive		cakra
negative		caladan
negative		calamaria
positive		calamine_hudkrem
positive		calamy
negative		calcaneal
negative		calcareous_graslendi
positive		calcareous_spar
negative		calciner
positive		calcineurin
